Run,Program Version,User,Time Started (UTC),Time Finished (UTC),Minutes Spent,Position,Points,How involved in AI alignment are you? Please select all that apply. (6kkcmyw),Which of the following resources have you used to understand AI alignment research? (nwudv6g),resources,verbal_rating_scale,prob_rating_scale,How involved in AI alignment are you? Please select all that apply. (g4mdi50),involvement,"For how many years have you been interested in AI alignment research? Please enter an integer, rounded to the nearest year. (bu4zyb5)",category,Which of the following resources have you spent more than 30 minutes engaging with? (t0y9zda),"Overall, how useful have you found {resource}? (okdtv5m)",resource,"How likely would you be to recommend {resource} as an AI alignment resource to a friend getting into AI alignment, who hadn't already read widely in the space? (xf22i7s)",How likely would you be to recommend {resource} as an AI alignment resource to a friend who is paid to do AI alignment research? (b51q4lo),"If you'd like to go into detail about your answers about {resource}, you can do so here. (83afusr)","Please specify which researchers you're thinking of. Also, if you'd like to go into detail about your answers about {resource}, you can do so here. (bj70ff1)",Is there anything else you'd like to tell us? (bty6mmy),Where did you hear about this survey? (auqgbpq),"For how many years have you been paid to work on technical AI alignment research? Please enter an integer, rounded to the nearest year. (ub5lnfb)",fbclid
7415080,43,,2022-06-08 12:44:50,2022-06-08 12:50:57,6.10,t6togir,0,,,"[""Superintelligence (book)"",""AXRP - the AI X-risk Research Podcast"",""the Machine Learning for Alignment Bootcamp"",""talks by AI alignment researchers"",""the AI Alignment Newsletter"",""Scalable agent alignment via reward modeling: a research direction by Leike et al (aka \""the recursive reward modelling agenda\"")"",""conversations with AI alignment researchers at conferences"",""the ML Safety newsletter"",""Unsolved Problems in ML Safety by Hendrycks et al"",""Life 3.0 (book)"",""the Value Learning sequence on the Alignment Forum"",""Rob Miles videos"",""Human Compatible (book)"",""the Iterated Amplification sequence on the Alignment Forum"",""the Embedded Agency sequence on the Alignment Forum""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I spend some of my time solving technical problems related to AI alignment","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I spend some of my time solving technical problems related to AI alignment""]",25,I spend some of my time solving technical problems related to AI alignment,"Superintelligence (book),AXRP - the AI X-risk Research Podcast,the Machine Learning for Alignment Bootcamp,talks by AI alignment researchers,the AI Alignment Newsletter,Scalable agent alignment via reward modeling: a research direction by Leike et al (aka ""the recursive reward modelling agenda""),conversations with AI alignment researchers at conferences,the ML Safety newsletter,Unsolved Problems in ML Safety by Hendrycks et al,Life 3.0 (book),the Value Learning sequence on the Alignment Forum,Rob Miles videos,Human Compatible (book),the Iterated Amplification sequence on the Alignment Forum,the Embedded Agency sequence on the Alignment Forum",1 | 1 | 2 | 2 | 2 | 1 | 3 | 1 | 1 | 0 | 1 | 2 | 0 | 1 | 2,the Embedded Agency sequence on the Alignment Forum,1 | 1 | 2 | 3 | 4 | 0 | 4 | 1 | 1 | 0 | 1 | 3 | 0 | 2 | 2,0 | 2 | 1 | 3 | 4 | 1 | 4 | 1 | 1 | 0 | 1 | 2 | 0 | 2 | 2, |  |  |  |  |  |  |  |  |  |  |  | , | ,"","",,
7415089,43,,2022-06-08 12:50:21,,1.30,now6hjo,0,,,"[""the Value Learning sequence on the Alignment Forum"",""talks by AI alignment researchers"",""Superintelligence (book)"",""AGI Safety Fundamentals Course"",""Concrete Problems in AI Safety by Amodei et al"",""The Alignment Problem (book)"",""the 80,000 Hours podcast""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]",I am trying to move into a technical AI alignment career,"[""I am trying to move into a technical AI alignment career""]",,I am trying to move into a technical AI alignment career,"the Value Learning sequence on the Alignment Forum,talks by AI alignment researchers,Superintelligence (book),AGI Safety Fundamentals Course,Concrete Problems in AI Safety by Amodei et al,The Alignment Problem (book),the 80,000 Hours podcast",2,the Value Learning sequence on the Alignment Forum,1,3,"",,,,,
7415161,43,,2022-06-08 13:53:06,,1.87,72erk1d,0,,,"[""Rob Miles videos"",""Superintelligence (book)"",""the 80,000 Hours podcast""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]",I spend some of my time publicly communicating about AI alignment,"[""I spend some of my time publicly communicating about AI alignment""]",,I spend some of my time publicly communicating about AI alignment,"Rob Miles videos,Superintelligence (book),the 80,000 Hours podcast",,,,,,,,,,
7415307,43,,2022-06-08 14:47:28,,0.80,8d2bvx6,0,,,"[""Superintelligence (book)"",""Rob Miles videos"",""Human Compatible (book)"",""the 80,000 Hours podcast"",""the AI Alignment Newsletter"",""the FLI podcast"",""The Alignment Problem (book)"",""talks by AI alignment researchers""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research","[""I have heard of AI alignment"",""I am interested in AI alignment research""]",2,I am interested in AI alignment research,"Superintelligence (book),Rob Miles videos,Human Compatible (book),the 80,000 Hours podcast,the AI Alignment Newsletter,the FLI podcast,The Alignment Problem (book),talks by AI alignment researchers",,,,,,,,,,
7415488,43,,2022-06-08 16:23:15,,0.10,72erk1d,0,,,[],"[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","",[],,,"",,,,,,,,,,
7415990,43,,2022-06-08 20:03:21,,0.98,8d2bvx6,0,,,"[""talks by AI alignment researchers"",""Superintelligence (book)"",""Rob Miles videos""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]",I am interested in AI alignment research | I have heard of AI alignment,"[""I have heard of AI alignment""]",3,I have heard of AI alignment,"talks by AI alignment researchers,Superintelligence (book),Rob Miles videos",,,,,,,,,,
7419588,43,,2022-06-10 09:20:59,2022-06-10 09:42:41,21.68,t6togir,0,,,"[""talks by AI alignment researchers"",""the Embedded Agency sequence on the Alignment Forum"",""conversations with AI alignment researchers at conferences"",""the annual AI Alignment Literature Review and Charity Comparison"",""AXRP - the AI X-risk Research Podcast"",""the 80,000 Hours podcast"",""Rob Miles videos"",""the Iterated Amplification sequence on the Alignment Forum""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I am trying to move into a technical AI alignment career","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I am trying to move into a technical AI alignment career""]",1,I am trying to move into a technical AI alignment career,"talks by AI alignment researchers,the Embedded Agency sequence on the Alignment Forum,conversations with AI alignment researchers at conferences,the annual AI Alignment Literature Review and Charity Comparison,AXRP - the AI X-risk Research Podcast,the 80,000 Hours podcast,Rob Miles videos,the Iterated Amplification sequence on the Alignment Forum",2 | 2 | 1 | 1 | 3 | 3 | 4 | 2,the Iterated Amplification sequence on the Alignment Forum,1 | 1 | 3 | 2 | 4 | 2 | 4 | 2,3 | 1 | 2 | 2 | 3 | 1 | 2 | 1, |  | You need to concentrate a lot to follow AXRP episodes. |  |  | ,"Connor Leahy, Eliezer Yudkowsky | ","",twitter,,
7421377,43,,2022-06-10 23:23:05,,0.03,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7422537,43,,2022-06-11 15:59:18,,0.00,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7422538,43,,2022-06-11 15:59:25,,918.25,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7424479,43,,2022-06-12 05:40:58,2022-06-12 05:44:27,3.48,t6togir,0,,,"[""Superintelligence (book)"",""the annual AI Alignment Literature Review and Charity Comparison"",""AGI Safety Fundamentals Course"",""the AI Alignment Newsletter"",""The Alignment Problem (book)"",""Human Compatible (book)"",""Rob Miles videos"",""talks by AI alignment researchers"",""the 80,000 Hours podcast""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I am trying to move into a technical AI alignment career,I spend some of my time doing AI alignment field/community-building,I spend some of my time facilitating technical AI alignment research in ways other than doing it directly","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I am trying to move into a technical AI alignment career"",""I spend some of my time doing AI alignment field/community-building"",""I spend some of my time facilitating technical AI alignment research in ways other than doing it directly""]",2,I spend some of my time facilitating technical AI alignment research in ways other than doing it directly,"Superintelligence (book),the annual AI Alignment Literature Review and Charity Comparison,AGI Safety Fundamentals Course,the AI Alignment Newsletter,The Alignment Problem (book),Human Compatible (book),Rob Miles videos,talks by AI alignment researchers,the 80,000 Hours podcast",3 | 2 | 4 | 4 | 1 | 4 | 4 | 4 | 1,"the 80,000 Hours podcast",1 | 0 | 4 | 3 | 0 | 2 | 4 | 0 | 0,3 | 4 | 4 | 4 | 0 | 0 | 1 | 4 | 0, |  |  |  |  |  |  | ,"","",Jamie Bernard's twitter,,
7428565,43,,2022-06-13 21:37:46,2022-06-13 21:43:22,5.58,t6togir,0,,,"[""the 80,000 Hours podcast"",""the AI Alignment Newsletter"",""AXRP - the AI X-risk Research Podcast"",""Concrete Problems in AI Safety by Amodei et al""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I am trying to move into a technical AI alignment career","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I am trying to move into a technical AI alignment career""]",2,I am trying to move into a technical AI alignment career,"Concrete Problems in AI Safety by Amodei et al,AXRP - the AI X-risk Research Podcast,the Machine Learning for Alignment Bootcamp,the AI Alignment Newsletter,the 80,000 Hours podcast | the 80,000 Hours podcast,the AI Alignment Newsletter,AXRP - the AI X-risk Research Podcast,Concrete Problems in AI Safety by Amodei et al",2 | 1 | 2 | 2 | 1 | 2,Concrete Problems in AI Safety by Amodei et al,1 | 0 | 4 | 2 | 0 | 1,2 | 0 | 3 | 3 | 0 | 1, |  |  |  |  | ,,"","",,
7431327,43,,2022-06-14 20:04:14,,0.00,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7438099,43,,2022-06-16 18:55:24,,0.03,4t3j1q5,0,,,,,,,,,,,,,,,,,,,,
7441431,43,,2022-06-18 00:04:10,,0.00,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7442386,43,,2022-06-18 13:22:55,,0.68,u166gt1,0,,,,,,"I have heard of AI alignment,I am interested in AI alignment research,I am trying to move into a technical AI alignment career","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I am trying to move into a technical AI alignment career""]",,,,,,,,,,,,,
7445817,43,,2022-06-20 07:32:06,2022-06-20 07:34:05,2.13,auqgbpq,0,,,"[""the 80,000 Hours podcast"",""Superintelligence (book)""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]",I am trying to move into a technical AI alignment career,"[""I am trying to move into a technical AI alignment career""]",,I am trying to move into a technical AI alignment career,"the 80,000 Hours podcast,Superintelligence (book)",4 | 2,Superintelligence (book),4 | 4,0 | 0, | ,,"","",,
7468686,43,,2022-06-25 17:54:55,2022-06-25 17:55:11,0.25,t6togir,0,,,[],"[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","",[],,,"",,,,,,,"","",,
7468742,43,,2022-06-25 17:58:01,,0.00,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7468750,43,,2022-06-25 17:58:17,,0.00,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7468754,43,,2022-06-25 17:58:25,,1.67,8d2bvx6,0,,,"[""conversations with AI alignment researchers at conferences"",""the AI Alignment Newsletter"",""the ML Safety newsletter"",""Concrete Problems in AI Safety by Amodei et al"",""Rob Miles videos"",""AXRP - the AI X-risk Research Podcast"",""the 80,000 Hours podcast"",""Scalable agent alignment via reward modeling: a research direction by Leike et al (aka \""the recursive reward modelling agenda\"")"",""AGI Safety Fundamentals Course"",""Superintelligence (book)"",""the FLI podcast"",""the Value Learning sequence on the Alignment Forum"",""the annual AI Alignment Literature Review and Charity Comparison"",""Unsolved Problems in ML Safety by Hendrycks et al"",""The Alignment Problem (book)"",""Life 3.0 (book)"",""Human Compatible (book)""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I am trying to move into a technical AI alignment career,I spend some of my time doing AI alignment field/community-building,I spend some of my time publicly communicating about AI alignment","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I am trying to move into a technical AI alignment career"",""I spend some of my time doing AI alignment field/community-building"",""I spend some of my time publicly communicating about AI alignment""]",4,I spend some of my time publicly communicating about AI alignment,"conversations with AI alignment researchers at conferences,the AI Alignment Newsletter,the ML Safety newsletter,Concrete Problems in AI Safety by Amodei et al,Rob Miles videos,AXRP - the AI X-risk Research Podcast,the 80,000 Hours podcast,Scalable agent alignment via reward modeling: a research direction by Leike et al (aka ""the recursive reward modelling agenda""),AGI Safety Fundamentals Course,Superintelligence (book),the FLI podcast,the Value Learning sequence on the Alignment Forum,the annual AI Alignment Literature Review and Charity Comparison,Unsolved Problems in ML Safety by Hendrycks et al,The Alignment Problem (book),Life 3.0 (book),Human Compatible (book)",,,,,,,,,,
7468780,43,,2022-06-25 17:59:33,2022-06-25 18:01:12,1.65,t6togir,0,,,"[""the Machine Learning for Alignment Bootcamp"",""the 80,000 Hours podcast"",""the Value Learning sequence on the Alignment Forum"",""Rob Miles videos""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I am trying to move into a technical AI alignment career,I spend some of my time solving technical problems related to AI alignment","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I am trying to move into a technical AI alignment career"",""I spend some of my time solving technical problems related to AI alignment""]",1,I spend some of my time solving technical problems related to AI alignment,"the Machine Learning for Alignment Bootcamp,the 80,000 Hours podcast,the Value Learning sequence on the Alignment Forum,Rob Miles videos",3 | 2 | 2 | 2,Rob Miles videos,4 | 1 | 2 | 3,4 | 1 | 1 | 1, |  |  | ,,"","",,
7468793,43,,2022-06-25 17:59:53,,0.88,72erk1d,0,,,"[""AXRP - the AI X-risk Research Podcast"",""The Alignment Problem (book)"",""AGI Safety Fundamentals Course"",""AI Safety Camp"",""the ML Safety newsletter""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]",I am trying to move into a technical AI alignment career,"[""I am trying to move into a technical AI alignment career""]",,I am trying to move into a technical AI alignment career,"AXRP - the AI X-risk Research Podcast,The Alignment Problem (book),AGI Safety Fundamentals Course,AI Safety Camp,the ML Safety newsletter",,,,,,,,,,
7468856,43,,2022-06-25 18:02:29,,1.73,72erk1d,0,,,"[""The Alignment Problem (book)"",""the annual AI Alignment Literature Review and Charity Comparison"",""AGI Safety Fundamentals Course"",""Superintelligence (book)"",""the AI Alignment Newsletter"",""the 80,000 Hours podcast"",""talks by AI alignment researchers""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]",I am interested in AI alignment research,"[""I am interested in AI alignment research""]",1.5 | 2,I am interested in AI alignment research,"The Alignment Problem (book),the annual AI Alignment Literature Review and Charity Comparison,AGI Safety Fundamentals Course,Superintelligence (book),the AI Alignment Newsletter,the 80,000 Hours podcast,talks by AI alignment researchers",,,,,,,,,,
7468871,43,,2022-06-25 18:03:10,,0.00,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7468930,43,,2022-06-25 18:05:51,,0.00,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7468943,43,,2022-06-25 18:06:19,,0.73,4t3j1q5,0,,,,,,,,,,,,,,,,,,,,
7468956,43,,2022-06-25 18:07:24,,0.00,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7468958,43,,2022-06-25 18:07:31,,0.00,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7469033,43,,2022-06-25 18:12:31,,1.12,u166gt1,0,,,,,,"I spend some of my time doing AI alignment field/community-building,I spend some of my time facilitating technical AI alignment research in ways other than doing it directly,I spend some of my time publicly communicating about AI alignment","[""I spend some of my time doing AI alignment field/community-building"",""I spend some of my time facilitating technical AI alignment research in ways other than doing it directly"",""I spend some of my time publicly communicating about AI alignment""]",,I spend some of my time publicly communicating about AI alignment,,,,,,,,,,,
7469052,43,,2022-06-25 18:13:41,,0.70,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7469064,43,,2022-06-25 18:14:51,,0.00,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7469088,43,,2022-06-25 18:16:30,,0.00,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7469090,43,,2022-06-25 18:16:55,,0.03,4t3j1q5,0,,,,,,,,,,,,,,,,,,,,
7469093,43,,2022-06-25 18:17:09,2022-06-25 18:22:46,5.60,t6togir,0,,,"[""AGI Safety Fundamentals Course"",""AXRP - the AI X-risk Research Podcast"",""the Embedded Agency sequence on the Alignment Forum"",""the 80,000 Hours podcast"",""Unsolved Problems in ML Safety by Hendrycks et al"",""the Value Learning sequence on the Alignment Forum"",""the ML Safety newsletter"",""talks by AI alignment researchers"",""the Iterated Amplification sequence on the Alignment Forum"",""The Alignment Problem (book)"",""the AI Alignment Newsletter"",""the annual AI Alignment Literature Review and Charity Comparison""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I am trying to move into a technical AI alignment career,I spend some of my time solving technical problems related to AI alignment","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I am trying to move into a technical AI alignment career"",""I spend some of my time solving technical problems related to AI alignment""]",1,I spend some of my time solving technical problems related to AI alignment,"AGI Safety Fundamentals Course,AXRP - the AI X-risk Research Podcast,the Embedded Agency sequence on the Alignment Forum,the 80,000 Hours podcast,Unsolved Problems in ML Safety by Hendrycks et al,the Value Learning sequence on the Alignment Forum,the ML Safety newsletter,talks by AI alignment researchers,the Iterated Amplification sequence on the Alignment Forum,The Alignment Problem (book),the AI Alignment Newsletter,the annual AI Alignment Literature Review and Charity Comparison",3 | 2 | 4 | 3 | 2 | 2 | 4 | 3 | 2 | 2 | 4 | 4,the annual AI Alignment Literature Review and Charity Comparison,3 | 1 | 4 | 3 | 2 | 2 | 3 | 3 | 2 | 4 | 4 | 3,0 | 4 | 4 | 0 | 0 | 2 | 3 | 3 | 1 | 0 | 4 | 3, |  |  |  |  |  |  |  |  |  | ,"","",twitter,,
7469096,43,,2022-06-25 18:17:13,,1.77,72erk1d,0,,,"[""Rob Miles videos"",""AXRP - the AI X-risk Research Podcast"",""the annual AI Alignment Literature Review and Charity Comparison"",""the Embedded Agency sequence on the Alignment Forum"",""talks by AI alignment researchers"",""Superintelligence (book)"",""the FLI podcast"",""the Value Learning sequence on the Alignment Forum"",""the AI Alignment Newsletter"",""the 80,000 Hours podcast""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I am interested in AI alignment research,I spend some of my time doing AI alignment field/community-building","[""I am interested in AI alignment research"",""I spend some of my time doing AI alignment field/community-building""]",7,I spend some of my time doing AI alignment field/community-building,"Rob Miles videos,AXRP - the AI X-risk Research Podcast,the annual AI Alignment Literature Review and Charity Comparison,the Embedded Agency sequence on the Alignment Forum,talks by AI alignment researchers,Superintelligence (book),the FLI podcast,the Value Learning sequence on the Alignment Forum,the AI Alignment Newsletter,the 80,000 Hours podcast",,,,,,,,,,
7469102,43,,2022-06-25 18:17:41,2022-06-25 19:32:38,74.95,t6togir,0,,,"[""Rob Miles videos"",""the AI Alignment Newsletter"",""the 80,000 Hours podcast"",""Concrete Problems in AI Safety by Amodei et al"",""the Embedded Agency sequence on the Alignment Forum"",""the Iterated Amplification sequence on the Alignment Forum""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I am trying to move into a technical AI alignment career,I spend some of my time publicly communicating about AI alignment","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I am trying to move into a technical AI alignment career"",""I spend some of my time publicly communicating about AI alignment""]",8,I spend some of my time publicly communicating about AI alignment,"Rob Miles videos,the AI Alignment Newsletter,the 80,000 Hours podcast,Concrete Problems in AI Safety by Amodei et al,the Embedded Agency sequence on the Alignment Forum,the Iterated Amplification sequence on the Alignment Forum",2 | 2 | 1 | 4 | 1 | 1,the Iterated Amplification sequence on the Alignment Forum,4 | 0 | 3 | 1 | 1 | 0,1 | 3 | 1 | 4 | 2 | 2, |  |  |  |  | ,,"","",,
7469103,43,,2022-06-25 18:17:46,,0.00,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7469108,43,,2022-06-25 18:18:03,,1.33,8d2bvx6,0,,,"[""Rob Miles videos"",""the 80,000 Hours podcast"",""Superintelligence (book)""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I am trying to move into a technical AI alignment career","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I am trying to move into a technical AI alignment career""]",3,I am trying to move into a technical AI alignment career,"Rob Miles videos,the 80,000 Hours podcast,Superintelligence (book)",,,,,,,,,,
7469112,43,,2022-06-25 18:18:12,2022-06-25 18:23:43,5.52,t6togir,0,,,"[""the AI Alignment Newsletter"",""Unsolved Problems in ML Safety by Hendrycks et al"",""Superintelligence (book)"",""AXRP - the AI X-risk Research Podcast"",""Rob Miles videos"",""the Iterated Amplification sequence on the Alignment Forum"",""the 80,000 Hours podcast"",""the annual AI Alignment Literature Review and Charity Comparison"",""the Embedded Agency sequence on the Alignment Forum"",""Human Compatible (book)"",""the ARCHES agenda by Andrew Critch and David Krueger"",""the FLI podcast"",""talks by AI alignment researchers"",""the Value Learning sequence on the Alignment Forum"",""The Alignment Problem (book)""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I spend some of my time facilitating technical AI alignment research in ways other than doing it directly,I spend some of my time publicly communicating about AI alignment","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I spend some of my time facilitating technical AI alignment research in ways other than doing it directly"",""I spend some of my time publicly communicating about AI alignment""]",20,I spend some of my time publicly communicating about AI alignment,"the AI Alignment Newsletter,Unsolved Problems in ML Safety by Hendrycks et al,Superintelligence (book),AXRP - the AI X-risk Research Podcast,Rob Miles videos,the Iterated Amplification sequence on the Alignment Forum,the 80,000 Hours podcast,the annual AI Alignment Literature Review and Charity Comparison,the Embedded Agency sequence on the Alignment Forum,Human Compatible (book),the ARCHES agenda by Andrew Critch and David Krueger,the FLI podcast,talks by AI alignment researchers,the Value Learning sequence on the Alignment Forum,The Alignment Problem (book)",2 | 1 | 3 | 2 | 2 | 2 | 3 | 2 | 1 | 1 | 1 | 2 | 1 | 1 | 1,The Alignment Problem (book),3 | 1 | 4 | 1 | 4 | 0 | 3 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 2,3 | 1 | 4 | 1 | 2 | 1 | 2 | 1 | 2 | 0 | 1 | 1 | 2 | 1 | 0, |  |  |  |  |  |  |  |  |  |  |  |  | ,"","",lxrjl twitter,,
7469137,43,,2022-06-25 18:20:46,2022-06-25 18:26:43,5.93,t6togir,0,,,"[""the 80,000 Hours podcast"",""Human Compatible (book)"",""the ARCHES agenda by Andrew Critch and David Krueger"",""the FLI podcast"",""the Iterated Amplification sequence on the Alignment Forum"",""Concrete Problems in AI Safety by Amodei et al"",""AXRP - the AI X-risk Research Podcast"",""Superintelligence (book)"",""the Embedded Agency sequence on the Alignment Forum"",""AGI Safety Fundamentals Course"",""Rob Miles videos"",""talks by AI alignment researchers"",""the ML Safety newsletter"",""the AI Alignment Newsletter"",""the annual AI Alignment Literature Review and Charity Comparison"",""The Alignment Problem (book)"",""Unsolved Problems in ML Safety by Hendrycks et al""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]",I am trying to move into a technical AI alignment career,"[""I am trying to move into a technical AI alignment career""]",,I am trying to move into a technical AI alignment career,"the 80,000 Hours podcast,Human Compatible (book),the ARCHES agenda by Andrew Critch and David Krueger,the FLI podcast,the Iterated Amplification sequence on the Alignment Forum,Concrete Problems in AI Safety by Amodei et al,AXRP - the AI X-risk Research Podcast,Superintelligence (book),the Embedded Agency sequence on the Alignment Forum,AGI Safety Fundamentals Course,Rob Miles videos,talks by AI alignment researchers,the ML Safety newsletter,the AI Alignment Newsletter,the annual AI Alignment Literature Review and Charity Comparison,The Alignment Problem (book),Unsolved Problems in ML Safety by Hendrycks et al",3 | 2 | 2 | 2 | 2 | 2 | 3 | 2 | 2 | 3 | 2 | 2 | 2 | 3 | 3 | 1 | 2,Unsolved Problems in ML Safety by Hendrycks et al,3 | 2 | 0 | 2 | 0 | 2 | 2 | 2 | 0 | 4 | 3 | 1 | 1 | 1 | 3 | 1 | 0,2 | 0 | 2 | 1 | 2 | 1 | 3 | 0 | 1 | 1 | 0 | 3 | 1 | 3 | 2 | 0 | 1, |  |  |  |  |  |  |  |  |  |  |  |  |  |  | ,Paul Christiano at EA global,"",Twitter,,
